facility_id,facility_name,facility_type,capacity,region,licence_issue_date,inspection_date,gps_location,remarks
#158,Lewis-Hernandez (ST.),Health Ctr.,95 beds,ST. LUCY,October 17 2017,17 May 2022,-58.99437;12.80165,Reinspection due
HF-0159,"Harris, Martin and Hayden Health Centre (egroeG)",,191,egroeG .tS,07 Apr 2025,November 25 2020,"-59.00318, 12.97798",
HF-0160,Hernandez-Green Hospital (hpesoJ),Polyclinic,unknown,hpesoJ .tS,March 18 2024,02/09/18,POINT(-58.91908 13.19163), 
HF-0161,Ingram-Thomas Clinic (St.Joseph),Clinic,396 cots,St.Joseph,July 05 2020,25-01-25,"13.08661, -59.14029",
#162,Cooper-Gardner Medical Center,Hosp.,46Beds,ST. JOSEPH,24/10/17,20210328,POINT(-58.89165 12.75936),Follow-up 2023
00163,Walker PLC,Community Health Centre,ten beds,ChristChurch,04/01/18,19-10-24,N/A,Good
00163,Walker PLC,Community Health Centre,ten beds,ChristChurch,04/01/18,19-10-24,N/A,Good
164,Nash Inc Health Centre,Clinic🌡️,unknown,ChristChurch,20-01-17,05-01-20,13°9′51″N 59°17′16″W,
00165,"Jones, Allen and Powell Clinic (St.)💊",Polyclinic 🏥,235,St. George Parish,June 24 2021,17-07-23,"12.70265, -59.15354",
NULL,Bishop-Phelps (St.),Clinic🌡️,202 cots,St. James,01 Apr 2020,20190704,13°2′26″N 59°9′37″W,
167,Fields-Johnson Medical Center,Health Ctr.,327 beds,St Lucy,06 Jun 2021,10/09/20,POINT(-58.75518 12.82892),-
167,Fields-Johnson Medical Center,Health Ctr.,327 beds,St Lucy,06 Jun 2021,10/09/20,POINT(-58.75518 12.82892),-
00168,Anderson LLC Polyclinic (st.),Hosp.,274 bed,st. michael,23/07/23,11-03-25,POINT(-59.18973 13.29045),-
00168,Anderson LLC Polyclinic (st.),Hosp.,274 bed,st. michael,23/07/23,11-03-25,POINT(-59.18973 13.29045),-
,Allison PLC 🏥 (St.George),Polyclinic 🏥,20,St.George,07-11-23,25 Aug 2020,12°54′36″N 58°46′47″W,
NULL,Patrick PLC Health Centre,CHC,N/A,St George,32/13/99,14 Dec 2020,13°2′14″N 59°5′18″W,♥
00171,Khan-Jones 🏥,Community Health Ctr.,7 bed,ChristChurch,06 Apr 2023,27/03/23,N/A,
,"Johnson, Burke and Edwards Health Centre (St.)",Clinic,unknown,St. Peter Parish,23/08/21,May 12 2019,N/A,Needs upgrade
NULL,Nicholson-Little Hosp. (St.Lucy)💊,Community Health Ctr.,283 bed,St.Lucy,24 Nov 2020,2025-11-25,N/A,Follow-up 2023
NULL,Nicholson-Little Hosp. (St.Lucy)💊,Community Health Ctr.,283 bed,St.Lucy,24 Nov 2020,2025-11-25,N/A,Follow-up 2023
00174,Peterson Inc©,Hospital,369 cots,St. George ,2025-04-13,20220703,13°13′53″N 59°8′53″W,♥
HF-0175,Singh-Inc,Polyclinic,175 beds,St. Andrew Parish,32/13/99,03/06/22,POINT(-58.82049 12.90014),Good
NULL,"Young, Dunlap and Mata 🏥",Community Health Centre,,St John,20220911,14-07-21,12°50′0″N 59°7′3″W,-
177,"Rivera,-Walker-and-Alexander (st.)",Health Ctr.,20 capacity,st. john,21/01/23,21 Oct 2024,"13.08860, -59.17347",
e09941,"Nelson, Hill and Odonnell",Clinic🌡️,N/A,St George,2025-11-09,August 24 2022,-59.29135;13.11993,
,Williams Ltd 🏥 (st.),Community Health Centre,,st. michael,22 Nov 2017,11-01-20,-58.77257;12.90949,
,Williams Ltd 🏥 (st.),Community Health Centre,,ST. MICHAEL,22 Nov 2017,11-01-20,-58.77257;12.90949,
180,Washington Inc Health Centre (St),,ten beds,St George,05 May 2018,18 Oct 2023,12°43′39″N 59°15′37″W,
180,Washington Inc Health Centre (St),,ten beds,St George,05 May 2018,18 Oct 2023,12°43′39″N 59°15′37″W,
HF-0181,Walker-Oneal Hospital (ChristChurch)💊,Community Health Ctr.,ten beds,ChristChurch,12-12-25,18 Nov 2022,POINT(-58.84277 13.07029),-
182,Zamora-Ltd (St.),Hosp.,30 beds,St. George ,May 05 2020,20180625,-58.76495;13.26066,
00183,"Butler, Ramos and Anderson 🏥 (St.)💊",Polyclinic,ten beds,St. Andrew,11-06-24,32/13/99,12°54′43″N 59°7′45″W,♥
NULL,"Wallace, Perry and Gonzales Infirmary (semaJ)",,N/A,semaJ .tS,13 Jul 2017,10/03/20,N/A,Reinspection due
8232bf,Wolfe Ltd Polyclinic,Community Health Ctr.,unknown,St. Andrew ,20210824,05-11-19,POINT(-58.75046 12.80114),Follow-up 2023
186,Medina-and-Sons Hospital (christ),,unknown,christ church,23 Jun 2019,20200807,N/A,-
HF-0187,Rhodes and Sons (ST.),Hosp.,215 bed,ST. LUCY,2023-09-15,06-09-23,-58.75448;13.13166,Needs upgrade
HF-0188,Myers Inc Medical Center,,406Beds,ST. PETER,19-12-20,December 25 2023,"-58.70913, 13.00881",-
,Horne-Baker Medical Center,Polyclinic,,St.John,10 Aug 2021,21 Oct 2018,POINT(-59.18170 13.29643),-
NULL,"Jimenez, Mullins and Hamilton Hospital",,,St.Michael,April 19 2017,20180409,"13.09865, -59.21086",♥
NULL,"Jimenez, Mullins and Hamilton Hospital",,,St.Michael,April 19 2017,20180409,"13.09865, -59.21086",♥
3e22ac,"King-Smith Infirmary
NewLine",,,St. Peter,2020-07-03,31-05-25,N/A,
HF-0192,"Barnett, Lee and Malone Hosp. (st.)",Hospital,ten beds,st. andrew,20250716,2020-03-26,"-59.23382, 13.15991", 
NULL,"Cohen, Phillips and Powell Clinic (St.)",,381Beds,St. Joseph ,01 Oct 2019,20250814,12°48′16″N 58°53′50″W,
22fe4e,"Conrad,-Clark-and-Wong 🏥",Clinic🌡️,ten beds,St. John,20160901,31/05/18,-58.76118;12.98474, 
22fe4e,"Conrad,-Clark-and-Wong 🏥",Clinic🌡️,ten beds,St. John,20160901,31/05/18,-58.76118;12.98474, 
00195,"Jackson, Lynn and Jones Infirmary",Health Ctr.,ten beds,St Michael,2022-08-04,05 Sep 2023,12°42′34″N 59°9′1″W,
00195,"Jackson, Lynn and Jones Infirmary",Health Ctr.,ten beds,St Michael,2022-08-04,05 Sep 2023,12°42′34″N 59°9′1″W,
NULL,Johnson-Martinez 🏥 (ST.),Polyclinic,131,ST. PETER,21-03-18,2025-03-10,POINT(-59.28849 12.73095),Needs upgrade
197,Reed Group (St.)✨,Health Centre,137 capacity,St. George,20210809,2018-12-17,"13.19605, -58.95608",Good
197,Reed Group (St.)✨,Health Centre,137 capacity,St. George,20210809,2018-12-17,"13.19605, -58.95608",Good
0e7646,"Lewis,-Hill-and-Love",Community Health Ctr.,N/A,St Michael,29/01/21,2021-06-30,"-58.72898, 13.08813",Good
00199,Anderson-Esparza Health Centre (egroeG),Polyclinic 🏥,191 bed,egroeG .tS,04 Mar 2018,05/08/22,N/A,Needs upgrade
HF-0200,"Austin, Smith and Hamilton Hosp.",Clinic,N/A,ChristChurch,08-10-25,20230608,"12.70468, -58.77693", 
201,Holmes and Sons,CHC,339 bed,St. Andrew Parish,11 Jun 2025,23 Jun 2023,13°10′30″N 59°8′43″W,
b16cad,Smith-Carlson Clinic,Clinic,39 beds,st. andrew,22/04/17,May 17 2024,"13.27582, -58.86276",Reinspection due
b16cad,Smith-Carlson Clin.,Clinic,39,st. andrew,22/04/17,May 17 2024,"13.27582, -58.86276",Reinspection due
203,Flores-Group Hospital (St.),Polyclinic,126 patients,St. Andrew,May 06 2024,04/10/19,POINT(-58.86937 12.77601),
00204,"Baker, Castaneda and Erickson Clinic",Community Health Centre,,ST. JOHN,20170617,22/10/19,-58.85114;12.70715,Reinspection due
00204,"Baker, Castaneda and Erickson Clin.",Community Health Centre,,ST. JOHN,20170617,22/10/19,-58.85114;12.70715,Reinspection due
00205,Wheeler-PLC Infirmary (St),CHC,96 capacity,St John,12/03/20,12/03/22,12°54′34″N 59°2′59″W,Reinspection due
NULL,Smith and Sons Medical Center,Hosp.,27 cots,St.Andrew,2025-11-13,20250627,POINT(-58.70016 12.77962), 
,"Lamb,-Morton-and-Garcia",,N/A,ST. GEORGE,2023-05-05,10/11/24,POINT(-58.96244 12.72442),Needs upgrade
,"Lamb,-Morton-and-Garcia",,N/A,ST. GEORGE,2023-05-05,10/11/24,POINT(-58.96244 12.72442),Needs upgrade
#208,Best-Frederick Clinic,Community Health Ctr.,358 capacity,Christ Church,2024-12-25,20200822,-59.26609;13.03765,
#209,Wilson and Sons Clinic,,33Beds,St. James Parish,20231023,January 12 2018,POINT(-58.73195 12.88859),Good
HF-0210,Vasquez-PLC (St.),Community Health Ctr.,193 beds,St. John,08-02-22,January 22 2021,"13.26684, -58.75149", 
00211,Marquez-Rodgers Infirmary,Polyclinic,260,St.James,20180522,01 Jul 2024,N/A,Follow-up 2023
,Garcia-Singleton Health Centre (st.),CHC,N/A,st. lucy,02/08/18,02-02-19,N/A,
ae7f62,Jones-Griffith 🏥,,19 beds,St. Andrew Parish,22/12/18,2019-03-07,N/A,
,Cervantes Ltd,Clinic🌡️,20 cots,St. Michael Parish,07/01/25,20240921,"-59.27196, 13.07802",Reinspection due
,Cervantes Ltd,Clinic🌡️,20 cots,St. Michael Parish,07/01/25,20240921,"-59.27196, 13.07802",Reinspection due
215,Bautista-Wilson Health Centre,Polyclinic 🏥,ten beds,st. lucy,17-09-20,19 Jan 2021,-58.72884;13.09899,Follow-up 2023
216,Jackson-Gordon Health Centre (St.),Community Health Centre,unknown,St. Andrew,2023-05-20,2023-11-27,POINT(-59.00658 12.96594),
#217,Cummings-Todd Infirmary,Health Ctr.,,CHRIST CHURCH,20190613,29 Aug 2021,"12.92895, -58.84986",Needs upgrade
61be3b,Lee-Smith,,,St. Lucy ,2022-12-12,2018-06-23,POINT(-59.07544 13.13954),
,Rivera LLC,Health Centre,6 beds,St. Lucy,20191205,2019-03-24,-59.27098;13.03333,♥
HF-0220,Simmons Ltd Hospital,Community Health Ctr.,,ST. JOSEPH,19 Feb 2018,20180911,"-58.90684, 13.17857", 
,"King, Wade and Barker Polyclinic",Health Centre,312 capacity,St.Lucy,July 12 2022,2021-08-26,12°44′7″N 58°49′59″W,-
00222,"Moore,-Thomas-and-Mcfarland Hosp. (St.)",Clinic🌡️,unknown,St. George Parish,18-03-18,20-03-24,-58.75262;13.18028,Needs upgrade
#223,Becker-Fernandez Medical Center (ST.),,495 beds,ST. PETER,27 May 2023,December 18 2023,"12.84023, -58.73843",
00224,Ramos-Ingram Medical Center (ChristChurch),Community Health Centre,72 capacity,ChristChurch,15/05/22,26-02-24,N/A,Follow-up 2023
00224,Ramos-Ingram Medical Center (ChristChurch),Community Health Centre,72 capacity,ChristChurch,15/05/22,26-02-24,N/A,Follow-up 2023
00225,"Hall, Lane and Hall Hospital (Christ)",Hospital,unknown,Christ Church,14-03-21,2019-11-26,"-58.73607, 13.11419", 
00225,"Hall, Lane and Hall Hosp. (Christ)",Hospital,unknown,Christ Church,14-03-21,2019-11-26,"-58.73607, 13.11419", 
NULL,Hall-Maxwell Hosp.,CHC,331Beds,St. Lucy,12-12-21,20240426,-59.28691;12.77224,
NULL,Hall-Maxwell Hosp.,CHC,331Beds,St. Lucy,12-12-21,20240426,-59.28691;12.77224,
227,Anderson-Osborn Health Centre,Polyclinic 🏥,460 patients,St. Peter ,November 29 2025,05/08/19,N/A,Follow-up 2023
227,Anderson-Osborn Health Centre,Polyclinic 🏥,460 patients,St. Peter ,November 29 2025,05/08/19,N/A,Follow-up 2023
NULL,Nelson Ltd Hospital (St.),Clinic,298 bed,St. Joseph Parish,January 03 2017,20190110,N/A,Follow-up 2023
#229,Palmer Group Polyclinic (St),Hospital,ten beds,St Peter,February 12 2016,2023-07-24,"13.07905, -58.86479",Needs upgrade
229,Palmer Group Polyclinic (St),Hospital,ten beds,ST PETER,February 12 2016,2023-07-24,"13.07905, -58.86479",Needs upgrade
c9cf95,"Patterson, Johnson and Richards",Clinic🌡️,395 cots,St Peter,October 23 2020,03 May 2018,13°0′17″N 58°43′13″W,Reinspection due
231,"Oliver,-Henderson-and-Allen Hospital",Community Health Centre,103 bed,semaJ .tS,25 Jun 2022,2024-07-20,-58.73416;12.82374,Good
,"Smith, Briggs and Vasquez Hospital (St.)",Polyclinic,,St. Lucy,06/08/16,2022-02-27,12°57′34″N 58°55′5″W,♥
HF-0233,Ruiz PLC Infirmary (CHRIST),Hosp.,N/A,CHRIST CHURCH,03 Mar 2023,30/08/19,N/A,-
HF-0234,Thomas Ltd Polyclinic,Polyclinic 🏥,197Beds,ST. GEORGE,11-01-19,03-09-19,-58.94891;13.10651,♥
#235,Daniel PLC Health Centre,Community Health Ctr.,N/A,St. Joseph ,19 Jul 2021,20210305,12°57′59″N 58°53′8″W,Needs upgrade
00236,"Schaefer, Sanders and Wilson Infirmary",Hospital,55Beds,ST. MICHAEL,12/01/22,14/04/18,N/A, 
#237,Stephenson Inc Clinic (ST.),,,ST. ANDREW,2016-01-06,2023-11-28,13°11′35″N 59°8′30″W,-
398a27,Foster-Jones Infirmary (St.)©,Community Health Ctr.,160 capacity,St. John ,2022-10-07,05/06/21,POINT(-59.06339 12.84998),Reinspection due
HF-0239,"Henry, Sharp and Mcguire Health Centre (ST.)",Clinic🌡️,393Beds,ST. JOHN,22/02/25,01/09/24,12°56′29″N 58°43′11″W,Reinspection due
,Vasquez-Deleon,Hospital,268Beds,ST. MICHAEL,21 Sep 2024,22/05/23,POINT(-58.82951 12.73270),♥
,Vasquez-Deleon,Hospital,268Beds,ST. MICHAEL,21 Sep 2024,22/05/23,POINT(-58.82951 12.73270),♥
NULL,"Smith, Norris and Mejia Health Centre (St.)",,ten beds,St. George Parish,03 Mar 2017,2023-12-22,"-59.22512, 13.24146",Needs upgrade
NULL,"Smith, Norris and Mejia Health Centre (St.)",,ten beds,St. George Parish,03 Mar 2017,2023-12-22,"-59.22512, 13.24146",Needs upgrade
NULL,Wood Ltd Medical Center (ST.),CHC,282 patients,ST. LUCY,2016-08-23,30 Sep 2020,13°1′2″N 58°56′6″W,Reinspection due
NULL,Wood Ltd Medical Center (ST.),CHC,282 patients,ST. LUCY,2016-08-23,30 Sep 2020,13°1′2″N 58°56′6″W,Reinspection due
NULL,Montgomery-Martinez Hosp. (St.Lucy),Hospital,75 bed,St.Lucy,2024-11-08,20-11-18,-59.15176;13.02310,♥
#244,Ibarra-Neal Clinic,Polyclinic,,St.Joseph,2019-12-19,02 Apr 2022,13°17′4″N 58°50′6″W, 
#244,Ibarra-Neal Clin.,Polyclinic,,St.Joseph,2019-12-19,02 Apr 2022,13°17′4″N 58°50′6″W, 
HF-0245,"Wilkins, Dominguez and Guerra",Health Centre,220 cots,St.Lucy,09 Mar 2023,06 Aug 2025,N/A,Reinspection due
00246,"White, Townsend and Green Infirmary",,unknown,ST. GEORGE,20190824,June 12 2021,-58.97955;12.78830,-
a11eb6,Smith and Sons Hosp. (St),,ten beds,St Joseph,24/02/24,25 Mar 2022,"13.15369, -59.04266",-
248,Love-Brown (St.Joseph),,46 capacity,St.Joseph,11/06/25,11-12-20,"13.26737, -58.81105",♥
249,Blackburn-Garrett Hospital,CHC,42 cots,CHRIST CHURCH,02-11-20,February 11 2018,"13.06359, -59.18586",♥
NULL,Perkins-Avila (St.Michael),Community Health Centre,429,St.Michael,09/12/16,11-03-21,"-59.16118, 13.27394",
251,Davis LLC Polyclinic (St.),Health Centre,378 cots,St. James,October 19 2020,26/11/24,"-59.19373, 12.91238",Good
252,Hernandez and Sons Hosp. (St),Community Health Centre,ten beds,St James,2025-12-01,23 Sep 2025,N/A,
252,Hernandez and Sons Hosp. (St),Community Health Centre,ten,St James,2025-12-01,23 Sep 2025,N/A,
#253,"Mcknight, Allen and Horton",Clinic,unknown,st. joseph,27/09/22,24/08/22,"-59.10141, 13.24397",Good
,"Gonzalez, Smith and Davis 🏥 (st.)",Community Health Ctr.,ten beds,st. peter,2023-08-10,24 Jan 2023,N/A,♥
#255,Walker-Bell Infirmary,Clinic🌡️,,St. Lucy ,02-01-19,11-12-20,N/A,♥
NULL,Hicks PLC Hosp.,,340 patients,St. Michael Parish,12-02-23,01-01-22,"-58.98017, 13.03068",♥
NULL,Hicks PLC Hosp.,,340 patients,St. Michael Parish,12-02-23,01-01-22,"-58.98017, 13.03068",♥
NULL,"Sanders, Hughes and Lawson Infirmary (St.Peter)",Health Ctr.,253Beds,St.Peter,20210831,22-10-19,-59.27602;12.95668,Follow-up 2023
HF-0258,Russell-Castro Clinic (St),Health Ctr.,N/A,St James,10/06/25,09 Jan 2020,POINT(-58.76347 13.00458),
NULL,"Gordon, Cooley and Day Hosp.",Health Ctr.,484Beds,christ church,2019-06-25,August 24 2019,"-59.06767, 12.73528",Follow-up 2023
HF-0260,Weaver-Hoover Medical Center (ST.),Community Health Ctr.,36 capacity,ST. JAMES,2023-08-08,2025-04-12,13°10′37″N 58°46′6″W,
00261,Sherman-Pennington Medical Center (St.),Clinic🌡️,295Beds,St. Peter,31 Aug 2025,July 07 2025,12°42′36″N 58°52′7″W,
00262,Daugherty and Sons,Community Health Centre,420 capacity,nhoJ .tS,31 Jan 2017,2020-11-20,"12.80819, -58.79169",-
00262,Daugherty and Sons,Community Health Centre,420 capacity,nhoJ .tS,31 Jan 2017,2020-11-20,"12.80819, -58.79169",-
#263,Morgan-Monroe (ST.),Health Centre,285 patients,ST. MICHAEL,May 15 2024,2025-02-15,12°59′35″N 59°2′8″W,Follow-up 2023
263,Morgan-Monroe (ST.),Health Centre,285 patients,ST. MICHAEL,May 15 2024,2025-02-15,12°59′35″N 59°2′8″W,Follow-up 2023
HF-0264,"Johnson, Berg and Boone Infirmary (st.)",Clinic🌡️,N/A,st. michael,2025-09-15,02/09/20,13°5′52″N 58°47′35″W,
HF-0264,"Johnson, Berg and Boone Infirmary (st.)",Clinic🌡️,N/A,ST. MICHAEL,2025-09-15,02/09/20,13°5′52″N 58°47′35″W,
HF-0265,Fletcher Ltd Polyclinic,Community Health Ctr.,374 capacity,St.George,September 04 2020,January 07 2024,N/A,Follow-up 2023
266,"Chambers, Gray and Brooks",Community Health Centre,193 cots,St Lucy,2020-09-16,02/02/23,12°53′16″N 59°2′42″W, 
NULL,Williams-Bailey Medical Center,Hospital,290 cots,st. john,September 29 2025,April 27 2021,N/A,
NULL,Williams-Bailey Medical Center,Hospital,290 cots,st. john,September 29 2025,April 27 2021,N/A,
00268,Lane-Hughes Hospital (st.),Polyclinic,130 patients,st. michael,January 29 2025,11 Aug 2020,"-58.99185, 13.22022",Needs upgrade
269,"Harrell, Walker and Mcintyre Hosp. (St.)",Community Health Centre,481Beds,St. James Parish,09 Feb 2016,2020-04-05,N/A,Needs upgrade
NULL,Butler-Miller Polyclinic,Community Health Ctr.,,St. George ,13 Dec 2018,September 19 2022,N/A,Needs upgrade
bfa6e8,Thompson-Riley Polyclinic,,266 beds,st. peter,29 Jan 2018,January 12 2023,POINT(-58.74688 12.90892),Needs upgrade
HF-0272,French Group (St.),Polyclinic,234,St. Lucy ,24 Aug 2019,May 27 2021,"-59.05786, 13.18418", 
00273,"Joyce,-Williams-and-Rodriguez Hospital",CHC,350 cots,St. Peter ,November 22 2023,20200409,POINT(-58.75282 13.02106),Good
NULL,"Calderon, George and Gonzales Medical Center",Community Health Centre,140Beds,Christ Church ,12/07/16,20241125,POINT(-59.16396 12.84039),Reinspection due
NULL,"Calderon, George and Gonzales Medical Center",Community Health Centre,140Beds,CHRIST CHURCH ,12/07/16,20241125,POINT(-59.16396 12.84039),Reinspection due
,"Johnson,-Thomas-and-Floyd Infirmary",Community Health Centre,ten beds,St.John,13 Feb 2024,December 23 2021,"12.92674, -59.17478",♥
7c888a,White LLC Clinic,Clinic🌡️,20 capacity,werdnA .tS,06 Aug 2017,20200323,"-58.70947, 13.20439",Good
277,Marsh-Villegas,Community Health Centre,,St. George Parish,20 Dec 2022,17/09/18,13°1′18″N 59°1′38″W,Needs upgrade
277,Marsh-Villegas,Community Health Centre,,St. George Parish,20 Dec 2022,17/09/18,13°1′18″N 59°1′38″W,Needs upgrade
HF-0278,"Craig,-Johnson-and-Boyd Medical Center",Clinic🌡️,ten beds,st. joseph,February 01 2022,20210319,POINT(-58.70731 12.93976),
NULL,Rodriguez LLC (St.),Health Ctr.,347Beds,St. Lucy ,09-05-19,December 15 2023,-59.23034;13.15146,Reinspection due
00280,"Preston, Weaver and Fernandez Polyclinic (ST.)",Polyclinic,,ST. PETER,20 Jun 2018,24/09/24,POINT(-58.79941 12.91989),
00281,"Lynch, Jones and Estrada Infirmary",Hospital,420 cots,St. James,20200405,20-07-19,12°50′50″N 59°15′59″W,♥
00282,Black-Clayton Medical Center (St.Joseph),Health Centre,unknown,St.Joseph,26/02/24,03 Jan 2023,13°11′8″N 59°14′40″W,
00282,Black-Clayton Medical Center (St.Joseph),Health Centre,unknown,St.Joseph,26/02/24,03 Jan 2023,13°11′8″N 59°14′40″W,
NULL,"Estrada-Group 🏥 (ST.)
NewLine",Polyclinic,159 patients,ST. JOHN,2024-08-20,May 20 2023,"-58.79374, 12.87380",
NULL,"Estrada-Group 🏥 (ST.)
NewLine",Polyclinic,159 patients,ST. JOHN,2024-08-20,May 20 2023,"-58.79374, 12.87380",
#284,Martinez Group Clinic💊,,347 capacity,ChristChurch,03 Feb 2025,17/01/25,N/A, 
,Bowman-Nash 🏥,Clinic🌡️,424 cots,st. peter,06 Aug 2022,20190223,"13.14339, -59.17059",Needs upgrade
,Bowman-Nash 🏥,Clinic🌡️,424 cots,st. peter,06 Aug 2022,20190223,"13.14339, -59.17059",Needs upgrade
286,"Johnson, Buchanan and Bowen Medical Center",,437,St.Joseph,12 Aug 2023,20211124,POINT(-58.94984 12.81328),Reinspection due
#287,Tanner Ltd Medical Center,Polyclinic,170 cots,St. Peter ,13/11/16,2023-05-11,"12.75284, -58.93762",Reinspection due
#287,Tanner Ltd Medical Center,Polyclinic,170 cots,ST. PETER ,13/11/16,2023-05-11,"12.75284, -58.93762",Reinspection due
8ecbf5,"Boyd,-Davis-and-Elliott Medical Center©",Polyclinic 🏥,146,St Peter,13 Nov 2024,June 01 2024,-58.87985;13.05313,Needs upgrade
289,"Carpenter,-Russell-and-Oliver Infirmary (St)",Hospital,unknown,St James,20160305,24/12/18,-59.15050;12.85441,
NULL,Estes-Cobb (St.),,113 patients,St. Andrew ,09 May 2018,10 Jul 2018,13°11′56″N 58°55′53″W,♥
HF-0291,Clark-Kelly 🏥 (St.),Health Centre,363 beds,St. Joseph,29/04/19,32/13/99,"12.95620, -58.82999",Needs upgrade
292,Garcia LLC Hosp.,Polyclinic 🏥,349 bed,St.Andrew,15-09-19,14 Jul 2018,-58.75414;12.74465,Reinspection due
292,Garcia LLC Hosp.,Polyclinic 🏥,349 bed,St.Andrew,15-09-19,14 Jul 2018,-58.75414;12.74465,Reinspection due
989d88,Fisher-Salazar Health Centre,Health Ctr.,N/A,st. michael,2024-05-13,20241008,-59.02576;12.71052,Follow-up 2023
989d88,Fisher-Salazar Health Centre,Health Ctr.,N/A,st. michael,2024-05-13,20241008,-59.02576;12.71052,Follow-up 2023
NULL,Murphy-Rodriguez Polyclinic,Community Health Centre,382,st. george,10-06-16,20200415,-59.21414;12.79787,Reinspection due
NULL,Murphy-Rodriguez Polyclinic,Community Health Centre,382,st. george,10-06-16,20200415,-59.21414;12.79787,Reinspection due
295,Ferguson Ltd (St.Andrew),Clinic,306,St.Andrew,28 Dec 2022,20200209,"13.16606, -58.76883",-
295,Ferguson Ltd (St.Andrew),Clinic,306,St.Andrew,28 Dec 2022,20200209,"13.16606, -58.76883",-
296,"Choi,-Castillo-and-Baldwin Polyclinic💊",,ten beds,St. James Parish,09 Nov 2016,08 Mar 2024,N/A,Follow-up 2023
296,"Choi,-Castillo-and-Baldwin Polyclinic💊",,ten,St. James Parish,09 Nov 2016,08 Mar 2024,N/A,Follow-up 2023
#297,Hill-Turner Health Centre,Hospital,90Beds,St. Lucy,September 21 2025,03-06-21,N/A,Follow-up 2023
HF-0298,"Stewart, Raymond and Mack Hosp.",Clinic🌡️,133 cots,St. Michael,20250605,07/09/22,"13.17489, -58.85732",-
NULL,"David, Harris and Jacobson",Health Centre,N/A,St.Joseph,10 Apr 2025,09 Oct 2021,-59.05429;13.14372,Needs upgrade
00300,Collins Group Clinic (ST.),Health Ctr.,N/A,ST. LUCY,06-02-19,18 Jan 2022,"12.96906, -59.24064",♥
,Nelson-Inc Infirmary (christ),Clinic,366 bed,christ church,April 05 2016,December 10 2023,"-58.82883, 13.09784",Reinspection due
00302,Wilson Inc Medical Center (Christ),Hospital,231 beds,Christ Church ,20220812,27-11-20,13°4′4″N 58°55′18″W,
